当座預金口座,返済期間,信用履歴,目的,借入金額,普通預金口座,雇用状況,性別など,保証人など,資産,年齢,その他借入,住居,仕事,電話番号,審査結果
200DM未満,26,遅延なく返済中,中古車,7966,100DM未満,勤続１年未満,男性／独身,なし,その他資産,30,なし,家主,正社員,,安全
口座なし,15,要注意人物,教育,1532,100～500DM,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,31,なし,家主,正社員,,安全
口座なし,4,要注意人物,ラジオ／テレビ,1503,100DM未満,勤続4年以上7年未満,男性／独身,なし,不動産,42,なし,家主,パート/アルバイト,,安全
0DM未満,36,遅延なく返済中,ラジオ／テレビ,2302,100DM未満,勤続1年以上4年未満,男性／離婚・別居,なし,その他資産,31,なし,賃貸,正社員,,リスクあり
0DM未満,6,遅延なく返済中,新車,662,100DM未満,勤続１年未満,男性／独身,なし,不動産,41,なし,家主,パート/アルバイト,登録あり,安全
200DM未満,36,遅延なく返済中,教育,2273,100DM未満,勤続4年以上7年未満,男性／独身,なし,その他資産,32,なし,家主,正社員,,安全
200DM未満,15,遅延なく返済中,新車,2631,100～500DM,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,28,なし,賃貸,正社員,登録あり,リスクあり
口座なし,12,遅延あり,中古車,1503,100DM未満,勤続1年以上4年未満,男性／既婚・未亡人,なし,不動産,41,なし,賃貸,正社員,,安全
口座なし,24,遅延なく返済中,ラジオ／テレビ,1311,100～500DM,勤続4年以上7年未満,男性／既婚・未亡人,なし,生命保険など,26,なし,家主,正社員,登録あり,安全
口座なし,24,遅延なく返済中,ラジオ／テレビ,3105,口座なし,勤続１年未満,男性／独身,なし,その他資産,25,なし,家主,正社員,,安全
200DM以上または給与振込口座,21,要注意人物,教育,2319,100DM未満,勤続１年未満,男性／離婚・別居,なし,その他資産,33,なし,賃貸,正社員,,リスクあり
0DM未満,6,遅延なく返済中,新車,1374,口座なし,失業中,女性／離婚・別居・結婚,なし,生命保険など,75,なし,家主,管理者/役員,登録あり,安全
200DM未満,18,要注意人物,家具など,3612,100DM未満,勤続7年以上,女性／離婚・別居・結婚,なし,生命保険など,37,なし,家主,正社員,登録あり,安全
0DM未満,48,遅延なく返済中,新車,7763,100DM未満,勤続7年以上,男性／独身,なし,なし,42,銀行,家族と同居,管理者/役員,,リスクあり
200DM以上または給与振込口座,18,遅延なく返済中,家具など,3049,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,45,消費者金融,家主,パート/アルバイト,,安全
200DM未満,12,遅延なく返済中,ラジオ／テレビ,1534,100DM未満,勤続１年未満,男性／既婚・未亡人,なし,不動産,23,なし,賃貸,正社員,,リスクあり
口座なし,24,遅延あり,新車,2032,100DM未満,勤続7年以上,男性／独身,なし,なし,60,なし,家族と同居,正社員,登録あり,安全
0DM未満,30,遅延なく返済中,家具など,6350,口座なし,勤続7年以上,男性／独身,なし,生命保険など,31,なし,家主,正社員,,リスクあり
200DM以上または給与振込口座,18,遅延なく返済中,家具など,2864,100DM未満,勤続1年以上4年未満,男性／独身,なし,不動産,34,なし,家主,パート/アルバイト,,リスクあり
口座なし,12,要注意人物,新車,1255,100DM未満,勤続7年以上,男性／独身,なし,不動産,61,なし,家主,パート/アルバイト,,安全
0DM未満,24,遅延あり,新車,1333,100DM未満,失業中,男性／独身,なし,不動産,43,なし,家族と同居,正社員,,リスクあり
口座なし,24,要注意人物,新車,2022,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,37,なし,家主,正社員,登録あり,安全
口座なし,24,遅延なく返済中,ラジオ／テレビ,1552,100DM未満,勤続4年以上7年未満,男性／独身,なし,その他資産,32,銀行,家主,正社員,,安全
0DM未満,12,当銀行の返済金なし,ラジオ／テレビ,626,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,不動産,24,銀行,家主,パート/アルバイト,,リスクあり
口座なし,48,要注意人物,中古車,8858,口座なし,勤続4年以上7年未満,男性／独身,なし,なし,35,なし,家族と同居,正社員,登録あり,安全
口座なし,12,要注意人物,修理,996,口座なし,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,不動産,23,なし,家主,正社員,,安全
口座なし,6,当銀行の返済金なし,ラジオ／テレビ,1750,500～1000DM,勤続7年以上,男性／独身,なし,生命保険など,45,銀行,家主,パート/アルバイト,,安全
0DM未満,48,遅延なく返済中,ラジオ／テレビ,6999,100DM未満,勤続4年以上7年未満,男性／既婚・未亡人,保証人,不動産,34,なし,家主,正社員,登録あり,リスクあり
200DM未満,12,要注意人物,新車,1995,100～500DM,勤続１年未満,男性／独身,なし,その他資産,27,なし,家主,正社員,,安全
200DM未満,9,遅延なく返済中,教育,1199,100DM未満,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,生命保険など,67,なし,家主,管理者/役員,登録あり,安全
200DM未満,12,遅延なく返済中,ラジオ／テレビ,1331,100DM未満,勤続１年未満,男性／独身,なし,その他資産,22,消費者金融,家主,正社員,,リスクあり
200DM未満,18,借金なし,新車,2278,100～500DM,勤続１年未満,女性／離婚・別居・結婚,なし,その他資産,28,なし,家主,正社員,,リスクあり
口座なし,21,借金なし,新車,5003,口座なし,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,生命保険など,29,銀行,家主,正社員,登録あり,リスクあり
0DM未満,24,当銀行の返済金なし,家具など,3552,100DM未満,勤続4年以上7年未満,男性／独身,なし,その他資産,27,銀行,家主,正社員,,リスクあり
200DM未満,18,要注意人物,家具など,1928,100DM未満,勤続１年未満,男性／独身,なし,不動産,31,なし,家主,パート/アルバイト,,リスクあり
0DM未満,24,遅延なく返済中,中古車,2964,口座なし,勤続7年以上,男性／独身,なし,なし,49,銀行,家族と同居,正社員,登録あり,安全
0DM未満,24,当銀行の返済金なし,ラジオ／テレビ,1546,100DM未満,勤続4年以上7年未満,男性／独身,保証人,その他資産,24,銀行,賃貸,パート/アルバイト,,リスクあり
200DM以上または給与振込口座,6,遅延あり,ラジオ／テレビ,683,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,生命保険など,29,銀行,家主,正社員,,安全
200DM未満,36,遅延なく返済中,新車,12389,口座なし,勤続1年以上4年未満,男性／独身,なし,なし,37,なし,家族と同居,正社員,登録あり,リスクあり
200DM未満,24,遅延あり,仕事,4712,口座なし,勤続1年以上4年未満,男性／独身,なし,生命保険など,37,銀行,家主,管理者/役員,登録あり,安全
200DM未満,24,遅延あり,ラジオ／テレビ,1553,100～500DM,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,生命保険など,23,なし,賃貸,正社員,登録あり,安全
0DM未満,12,遅延なく返済中,新車,1372,100DM未満,勤続4年以上7年未満,男性／離婚・別居,なし,その他資産,36,なし,家主,正社員,,リスクあり
口座なし,24,要注意人物,ラジオ／テレビ,2578,1000DM以上,勤続7年以上,男性／独身,なし,その他資産,34,なし,家主,正社員,,安全
200DM未満,48,遅延なく返済中,ラジオ／テレビ,3979,口座なし,勤続4年以上7年未満,男性／独身,なし,その他資産,41,なし,家主,正社員,登録あり,安全
0DM未満,48,遅延なく返済中,ラジオ／テレビ,6758,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,31,なし,家主,正社員,登録あり,リスクあり
0DM未満,24,遅延なく返済中,家具など,3234,100DM未満,勤続１年未満,女性／離婚・別居・結婚,なし,不動産,23,なし,賃貸,パート/アルバイト,登録あり,リスクあり
口座なし,30,要注意人物,ラジオ／テレビ,5954,100DM未満,勤続4年以上7年未満,男性／独身,連帯債務者,その他資産,38,なし,家主,正社員,,安全
口座なし,24,遅延なく返済中,中古車,5433,口座なし,失業中,女性／離婚・別居・結婚,なし,生命保険など,26,なし,賃貸,管理者/役員,登録あり,安全
0DM未満,15,遅延なく返済中,仕事,806,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,生命保険など,22,なし,家主,パート/アルバイト,,安全
200DM未満,9,遅延なく返済中,ラジオ／テレビ,1082,100DM未満,勤続7年以上,男性／独身,なし,その他資産,27,なし,家主,パート/アルバイト,,安全
口座なし,15,要注意人物,家具など,2788,100DM未満,勤続4年以上7年未満,女性／離婚・別居・結婚,連帯債務者,その他資産,24,銀行,家主,正社員,,安全
200DM未満,12,遅延なく返済中,ラジオ／テレビ,2930,100DM未満,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,不動産,27,なし,家主,正社員,,安全
口座なし,24,要注意人物,教育,1927,口座なし,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,33,なし,家主,正社員,登録あり,安全
200DM未満,36,要注意人物,新車,2820,100DM未満,勤続１年未満,男性／離婚・別居,なし,その他資産,27,なし,家主,正社員,,リスクあり
口座なし,24,遅延なく返済中,再教育,937,100DM未満,勤続１年未満,男性／既婚・未亡人,なし,その他資産,27,なし,家主,パート/アルバイト,,安全
200DM未満,18,要注意人物,新車,1056,100DM未満,勤続7年以上,男性／独身,保証人,不動産,30,銀行,家主,正社員,,リスクあり
200DM未満,12,要注意人物,新車,3124,100DM未満,勤続１年未満,男性／独身,なし,不動産,49,銀行,家主,パート/アルバイト,,安全
口座なし,9,遅延なく返済中,家具など,1388,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,不動産,26,なし,賃貸,正社員,,安全
200DM未満,36,遅延なく返済中,修理,2384,100DM未満,勤続１年未満,男性／独身,なし,なし,33,なし,賃貸,パート/アルバイト,,リスクあり
口座なし,12,遅延なく返済中,新車,2133,口座なし,勤続7年以上,女性／離婚・別居・結婚,なし,なし,52,なし,家族と同居,管理者/役員,登録あり,安全
0DM未満,18,遅延なく返済中,家具など,2039,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,不動産,20,銀行,賃貸,正社員,,リスクあり
0DM未満,9,要注意人物,新車,2799,100DM未満,勤続1年以上4年未満,男性／独身,なし,不動産,36,なし,賃貸,正社員,,安全
0DM未満,12,遅延なく返済中,家具など,1289,100DM未満,勤続1年以上4年未満,男性／独身,保証人,生命保険など,21,なし,家主,パート/アルバイト,,安全
0DM未満,18,遅延なく返済中,家電,1217,100DM未満,勤続1年以上4年未満,男性／既婚・未亡人,なし,不動産,47,なし,家主,パート/アルバイト,登録あり,リスクあり
0DM未満,12,要注意人物,家具など,2246,100DM未満,勤続7年以上,男性／独身,なし,生命保険など,60,なし,家主,正社員,,リスクあり
0DM未満,12,要注意人物,ラジオ／テレビ,385,100DM未満,勤続4年以上7年未満,女性／離婚・別居・結婚,なし,不動産,58,なし,家主,パート/アルバイト,登録あり,安全
200DM未満,24,遅延あり,新車,1965,口座なし,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,その他資産,42,なし,賃貸,正社員,登録あり,安全
口座なし,21,遅延なく返済中,仕事,1572,1000DM以上,勤続7年以上,女性／離婚・別居・結婚,なし,不動産,36,銀行,家主,パート/アルバイト,,安全
200DM未満,24,遅延なく返済中,新車,2718,100DM未満,勤続1年以上4年未満,女性／離婚・別居・結婚,なし,生命保険など,20,なし,賃貸,パート/アルバイト,登録あり,リスクあり
0DM未満,24,当銀行の返済金なし,その他,1358,口座なし,勤続7年以上,男性／独身,なし,その他資産,40,消費者金融,家主,管理者/役員,登録あり,リスクあり
